Facility Name,Region,DataSource,IndividualId,Company/First Name,CAM,Care Team,Care Team Clinical Mgr,Telmediq ID,Facility Type,Status,Client Status,Facility NPI #,AddressLine1,City,State,StateCode,PostalCode,County,Work Phone,fax,Fax to Send Notes,Fax to Send Sched,Email,Email to Send Schedule,Lab,Lab Sched Day,Xray/Imaging,Home Health,Hospice,Total Patients,BHI Volume,CCM Volume,Telehealth Volume,Primary Care Volume,Primary Care ALF Volume,Primary Care SNF Volume,Primary Care IL Volume,Psychiatry Volume,Psychotherapy Volume,Ortho Volume,Mental Health Volume,Dermatology Volume,Podiatry Volume,Specialty Volume,Pain Volume,Wound Care Volume,MCO,APCM Volume,VBLTC Volume,Competitor,Licensed Bed #,Current Census #,Eventus EMR,Facility EMR MA Access,PC Provider 1,PC Provider 1 NPI,PC Sched Days 1,PC Provider 2,PC Provider 2 NPI,PC Sched Days 2,PC Provider 3,PC Sched Days 3,Medical Director,PC Sched Days 4,PC Provider - 4,PC Provider 1 / CTA,PC Provider 1 CTA,PC Provider 1 MA,PC Provider 2 MA,PC Start Date,PC Frequency,Medical Director Name,Psychiatry Provider 1,Psychiatry Provider 1 NPI,Psychiatry Sched Days 1,Psychiatry Provider 2,Psychiatry Provider 2 NPI,Psychiatry Sched Days 2,Psychiatry Provider 1 MA,Psychiatry Provider 2 MA,Psychiatry Provider 1 / CTA,Psychiatry Provider 1 CTA,Psychiatry Provider 2 CTA,Psychiatry Start Date,Psychiatry Frequency,Psychotherapy Provider 1,Psychotherapy Provider 1 NPI,Psychotherapy Sched Day 1,Psychotherapy Provider 2,Psychotherapy Sched Day 2,Psychotherapy Prov 1 MA,Psychotherapy Prov 2 MA,Psychotherapy Provider 2 NPI,Psychotherapy Provider 1 CTA,Psychotherapy Start Date,Psychotherapy Frequency,Podiatry Provider 1,Podiatry Provider 1 NPI,Podiatry Provider 2,Podiatry Provider 1 MA,Podiatry Sched Day 1,Podiatry Sched Day 2,Podiatry Start Date,Podiatry Frequency,Pain Provider 1,Pain Provider 1 MA,Pain Sched Day 1,Pain Provider 2,Pain Provider 2 MA,Pain Sched Day 2,Pain Start Date,Pain Frequency,Pain Freq Other,Pain Status,Wound Care Provider 1,Wound Care Provider 1 NPI,Wound Care Provider 1 MA,Wound Care Sched Day 1,Wound Care Provider 2,Wound Care Provider 2 MA,Wound Care Sched Day 2,Wound Care Start Date,Wound Care Frequency,Wound Care Freq Other,Wound Care Status,Specialty Provider 1,Specialty Provider 1 MA,Specialty Sched Day 1,Specialty Provider 2,Specialty Provider 2 MA,Specialty Sched Day 2,Specialty Start Date,Specialty Frequency,Specialty Freq Other,Specialty Status,Title/Position,Title,Parent Company,Legacy EMR,Mobile Phone,Alternate Phone,Contact 1,Contact 1 Email,Contact 1 Title/Position,Contact 1 Mobile Phone,Contact 1 Work Phone,Contact 1 Alternate Phone,Contact 2,Contact 2 Email,Contact 2 Title/Position,Contact 2 Mobile Phone,Contact 2 Work Phone,Contact 2 Alternate Phone,Contact 3,Contact 3 Email,Contact 3 Title Position,Contact 3 Mobile Phone,Contact 3 Work Phone,Contact 3 Alternate Phone,Contact 4,Contact 4 Email,Contact 4 Title/Position,Contact 4 Mobile Phone,Contact 4 Work Phone,Contact 4 Alternate Phone,Contact 5,Contact 5 Email,Contact 5 Title/Position,Contact 5 Mobile Phone,Contact 5 Work Phone,Contact 5 Alternate Phone,Contact 6,Contact 6 Email,Contact 6 Title/Position,Contact 6 Mobile Phone,Contact 6 Work Phone,Contact 6 Alternate Phone,Source System ID,AdvMD ID,AdvMD Name,Auto Sending of Sched,Attending MDDO,Attending MDDO NPI,Medical Director NPI,Back Up Lab,LTC ACO,ACO Reach,RMAL,Pharmacy,ACO Physician,ACO Physician NPI,EOD Report,BHI Coordinator,BHI Coordinator ID,Last Field Visit,Palliative Care NPI,Palliative Care Provider,Palliative Care Volume,SNP Volume,VA Patient Volume,Psychiatry Attending,Psychiatry Attending NPI,ISNP Provider,ISNP Provider NPI,Created,CMSCCN,,
Town House Retirement Community ,,NULL,NULL,,Tammy Taschwer,Northeast Indiana,Kara Younce,NULL,MC,Established,Green,1255441663,2209 Saint Joe Center RD,Fort Wayne,,Indiana,46825,NULL,260-483-3116,260-873-9156,NULL,NULL,,ascheffer@townehouse.org,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,NULL,NULL,NULL,1861,PCC - Int,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Jessica Hughes,1295501138,Th Q1W,NULL,NULL,NULL,,,,,,NULL,NULL,Haley Rush,1225807993,NULL,NULL,NULL,,,NULL,,NULL,,xxx,NULL,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,xxx,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,BHI Senior Living ,NULL,,,Amy Scheffer,ascheffer@townehouse.org,Administrator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1861,3626,NULL,NULL,XXX,0,0,NULL,0,0,Russellina Charnley,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XXX,0,0,0,TBD,1,NULL,NULL,4/18/2024 6:43,155475,,
Oak Grove Care Center,,NULL,NULL,,Melanie Plake,Northern Ohio,Amber Grassman,NULL,SNFMD,Established,Yellow,1114019197,1670 Crider Rd ,Mansfield,,Ohio,44903,NULL,419-589-6222,419-589-2576,4195892576,4195892576,,rhickman@oakgrovecarecenter.com ; pjames@oakgrovecarecenter.com ; amartin@oakgrovecarecenter.com,Cleariti Lab,M-F,NULL,Various,Various,74,14,18,69,74,0,74,0,0,0,0,0,0,0,0,17,0,NULL,68,32,NULL,75,75,2035,NULL,Candis Nolletti,1962166983,"M, W, F Q1W",Elizabeth Brown,1417659665,Tu Q1W,NULL,NULL,,NULL,NULL,,,,,3/13/2025,,Shane Jeffers,XXX,0,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,LIONSTONE CARE,NULL,,,Melissa Harshman,mharshman@oakgrovecarecenter.com,Administrator,NULL,NULL,NULL,Austin Martin,amartin@oakgrovecarecenter.com,SSD,NULL,NULL,NULL,Corey Kirksey,ckirksey@oakgrovecarecenter.com ,DON ,NULL,NULL,NULL,Brittany Wenrich,bwenrich@oakgrovecarecenter.com,Admissions/Marketing,NULL,NULL,NULL,Jennifer Bodkin,jbodkin@oakgrovecarecenter.com, Unit Manager,NULL,NULL,NULL,Connie Strong,cstrong@oakgrovecarecenter.com,UM,NULL,NULL,NULL,2035,NULL,NULL,NULL,Shane Jeffers,1053707893,1053707893,NULL,0,0,Catherine Hamilton,Specialty Rx,NULL,NULL,NULL,NULL,NULL,00:00.0,0,XXX,0,0,0,XXX,0,NULL,NULL,2/7/2025 13:36,365837,,
Shuler Health Care,,CP,6797459,,Bambi Anderson,Triad,Nicole Garner,NULL,AL,Established,Green,1700911500,250 Pitts St,Kernersville,,North Carolina,27284,"Forsyth County, NC",3369960772,(336) 996-6225,NULL,3369966225@rcfax.com,,shulerhealth@gmail.com,Mako,Wednesday,MMDS,NULL,NULL,55,24,40,36,52,52,0,0,54,41,0,0,0,0,0,10,0,CenterPoint,19,0,NULL,NULL,NULL,619,Erik Peterson,Hong Nguyen,1831453620,W Q1W,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Angela Caines,1730697038,W Q2W,NULL,NULL,NULL,,,,,,NULL,NULL,Sarah Gonzalez-Graham,1942609300,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,INDEPENDENT,Chartpath,,,Sarah Whittington,sarahwhittington54@yahoo.com,Resident Care Coordinator (RCC),3369960772,NULL,M: 3369960772,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,619,1522,"STAR CARE NETWORK, INC",NULL,Javier Cruz,1952095267,0,NULL,9,0,Frances Long,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,1124883426,Donisia Germany,2,0,1,Hans Stelmach,1356535991,NULL,NULL,7/17/2023 15:00,NULL,,
Sherwood Health and Rehab,,CP,6797387,,Bambi Anderson,Charlotte,Edrina Grant,NULL,SNF,Established,Yellow,1962052498,4801 Randolph Rd,Charlotte,,North Carolina,28211,"Mecklenburg County, NC",704-364-8363,(704)364-3021,NULL,NULL,,wbasinger@sherwood-hr.com,Meridian,NULL,Trident Care,NULL,NULL,48,5,2,41,0,0,0,0,0,0,0,0,0,34,0,0,0,NULL,0,0,NULL,100,75,571,PCC - integrated,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,XXX,0,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,Barbara Worley,1295124774,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,ACCORDIUS HEALTH LLC/PORTOPICCOLO GROUP,Chartpath,,,JoShuna Oliver,joliver@sherwood-hr.com,DON,NULL,NULL,NULL,Yvonne Washburn,ywashburn@sherwood-hr.com,Administrator,NULL,NULL,NULL,Tyvonder Jones,tjones@sherwood-hr.com,SW,NULL,NULL,NULL,Curtisha “Tish” Winborne,cwinborne@sherwood-hr.com,Unit Manager,NULL,NULL,NULL,Ensonia Rucker,erucker@sherwood-hr.com,Medical Records,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,571,1474,PELICAN HEALTH AT RANDOLPH,NULL,XXX,NULL,0,NULL,0,0,Bonnie Terry,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,XXX,0,NULL,NULL,7/17/2023 15:00,345134,,
Maplewood Health & Rehabilitation,,CP,6797291,,Tiffany Johnson-Burnette,Northeast Kentucky,Margaret Wienclaw,NULL,SNF,Established,Green,1437682309,308 West Maple Ave,Lancaster,,Kentucky,40444,"Garrard County, KY",8597926844,(859) 792-1806,NULL,NULL,,Mmadden@maplewoodhr.com; MBullens@maplewoodhr.com; SPreston@maplewoodhr.com,facility orders/Fort Logan Hospital Lab,NULL,facility orders/Express Mobile Diagnostic Services LLC,NULL,NULL,77,38,39,46,0,0,0,0,59,36,0,0,0,0,0,0,0,NULL,10,0,NULL,NULL,NULL,526,PCC - integrated,TBD,1,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Keisha Todd,1376193250,Th Q1W,NULL,NULL,NULL,,,,,,NULL,NULL,TBD,1,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,INFINITY HEALTHCARE CONSULTING,NULL,,,Miranda Bullens,MBullens@maplewoodhr.com,DON,NULL,NULL,NULL,Melinda Madden,Mmadden@maplewoodhr.com,ADON,NULL,NULL,NULL,Laura Carr,lcarr@maplewoodhr.com,Administrator,NULL,NULL,NULL,SPreston@maplewoodhr.com,spreston@maplewoodhr.com,DSS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,526,1429,LANDMARK OF LANCASTER REHABILITATION AND NURSING C,NULL,XXX,0,0,NULL,0,0,Kayla D. Saylor,United RX LLC - IL?Pharmacy????(708) 449-7600???? Ami Patel,NULL,NULL,NULL,NULL,NULL,00:00.0,0,XXX,0,0,4,Kelly Butler,1518960681,XXX,0,7/17/2023 15:00,185065,,
Otterbein Lebanon SNF,,NULL,NULL,,Melanie Plake,Southern Ohio,Christine Gambrell,NULL,SNF,Established,Green,1538178041,585 OH-741,Lebanon,,Ohio,45036,NULL,(513) 932-2020,() -,NULL,NULL,,Dana.Rice@Otterbein.org ; winter.kaylor@otterbein.org ; theresa.reist@otterbein.org ; kathy.schram@otterbein.org ; susan.beaver@Otterbein.org,NULL,NULL,NULL,NULL,NULL,68,38,40,62,0,0,0,0,62,62,0,0,0,0,0,0,0,NULL,8,0,NULL,154,140,2111,NULL,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Rainy Weatherholt,1811860992,"Tu, F Q1W",NULL,NULL,NULL,,,,,,9/23/2025,NULL,Jason Hornsby,1568985513,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,OTTERBEIN SENIOR LIFE,PCC,,,Theresa Reist,theresa.reist@otterbein.org,DON,NULL,NULL,NULL,Kathy Schram,Kathy.Schram@Otterbein.org,ADON MC,NULL,NULL,NULL,Susan Beaver,susan.beaver@Otterbein.org,Social Services ,NULL,NULL,NULL,Dana Rice,dana.rice@otterbein.org,ADON LTC,NULL,NULL,NULL,Winter Kaylor,winter.kaylor@otterbein.org,ADON SNF,NULL,NULL,NULL,Heather Willoughby,heather.willoughby@otterbein.org,Social Services LTC,NULL,NULL,NULL,2111,NULL,NULL,NULL,XXX,0,0,NULL,0,0,Catherine Hamilton,NULL,NULL,NULL,NULL,Jennifer McGarvey ,NULL,00:00.0,0,XXX,0,0,0,TBD,1,NULL,NULL,8/20/2025 14:10,365346,,
Centerville Place Assisted Living,,NULL,NULL,,Melanie Plake,Southern Ohio,Christine Gambrell,NULL,AL,Established,Green,centervillePlaceAssistedLiving,"7415 Liberty Woods Ln, ",Dayton,,Ohio,45459,Montgomery,937-433-3441,0,NULL,NULL,,vmccoy@centervillerehab.com ; jmanuel@centervillerehab.com,NULL,NULL,NULL,NULL,NULL,59,32,26,56,44,44,0,0,49,52,0,0,0,0,0,6,0,NULL,44,2,NULL,78,74,2002,NULL,Meredith Staas,1194269936,"Tu, Th Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,1/3/2025,,XXX,Kelly Schuder,1679209514,W Q1W,NULL,NULL,NULL,,,,,,1/8/2025,NULL,Elizabeth Boblitt,1457692808,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,Pavilion Healthcare,NULL,,,James Manuel,jmanuel@centervillerehab.com,Administrator,NULL,NULL,NULL,Valerie McCoy,vmccoy@centervillerehab.com,DON,NULL,NULL,NULL,Lisa Wagner,lwagner@pavilionhc.com,Regional VP,NULL,NULL,NULL,Tyler Evans,tevans@pavilionhc.com,COO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Diana McCollister ,dmccollister@pavilionhc.com,NULL,NULL,NULL,NULL,2002,NULL,NULL,NULL,TBD,1,0,NULL,0,0,Catherine Hamilton,NULL,NULL,NULL,NULL,Emilia Lane ,NULL,00:00.0,0,XXX,0,0,0,TBD,1,NULL,NULL,12/19/2024 12:44,NULL,,
Lakeside Health and Rehab,,CP,6797363,,Bambi Anderson,Charlotte,Edrina Grant,NULL,SNFMD,Established,Green,1861521635,13825 Hunton Lane,HUNTERSVILLE,,North Carolina,28078,"Mecklenburg County, NC",704-897-2700,(704) 897-2801,NULL,NULL,,Madison.Poteat@saberhealth.com; wendy.mack@saberhealth.com,NULL,NULL,NULL,NULL,NULL,107,45,47,90,106,0,106,0,44,52,0,0,0,28,0,15,0,Cardinal,93,0,NULL,NULL,NULL,561,Matrix,David D'Agostino,1801506795,"M, Tu, Th Q1W & F Q2W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,Sandeep Patel,Margo Brandon,1932989464,M Q1W,NULL,NULL,NULL,,,,,,9/24/2024,NULL,Gina Agostino,1962803676,NULL,NULL,NULL,,,NULL,,NULL,,Barbara Worley,1295124774,,,Q2M,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,SABER HEALTHCARE GROUP,Chartpath,,,Joyce Raphael,Joyce.Raphael@saberhealth.com,Adminastrator,NULL,NULL,NULL,"Winfred Boulware ""Winnie""",winifred.boulware@saberhealth.com,SSD,NULL,NULL,NULL,Wendy Mack,wendy.mack@saberhealth.com,DON,NULL,NULL,NULL,Susan Kolpin,Susan.Kolpin@saberhealth.com,NULL,NULL,NULL,NULL,Dawn Truelove,Dawn.Truelove@saberhealth.com,NULL,NULL,NULL,NULL,Ashlee Cournoyer,ashlee.cournoyer@saberhealth.com,NULL,NULL,NULL,NULL,561,1464 / N-159,LAKESIDE HEALTH AND REHAB,NULL,Kenneth Huber,1366621724,1184631533,NULL,0,0,Bonnie Terry,NULL,NULL,NULL,NULL,Grace Melvin ,NULL,00:00.0,1104601871,Shatazamine Galloway,0,0,0,Hans Stelmach,1356535991,XXX,0,7/17/2023 15:00,345541,,
Harrison Trail Health Campus,,NULL,NULL,,Melanie Plake,Southern Ohio,Christine Gambrell,NULL,AL/SNF,Established,Green,1144815937,10460 Progress Way ,Harrison,,Ohio,45030,NULL,513-845-1465,833-925-0799,8339250799,8339250799,,veronica.berning@harrisontrailhc.com,Synchrony,NULL,BioTech,NULL,"Queen City of Cincy, others",25,14,15,24,0,0,0,0,25,25,0,0,0,0,0,0,0,NULL,2,0,NULL,54,52,2015,NULL,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Chendra Dikko,1669134847,Th Q2W,NULL,NULL,NULL,,,,,,1/28/2025,NULL,Jason Hornsby,1568985513,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,Trilogy,NULL,,,Veronica Berning,veronica.berning@harrisontrailhc.com,SSD,NULL,NULL,NULL, Emily Wolf-Lewis,emily.wolf-lewis@harrisontrailhc.com,Executive Director,NULL,NULL,NULL,Tiffany Lewe,tiffany.lewe@harrisontrailhc.com,AL Director,NULL,NULL,NULL,Crystal Duncan ,crystal.duncan@harrisontrailhc.com,Assistant Director of Health Services ,NULL,NULL,NULL,Candie Ackman ,candie.ackman@harrisontrailhc.com,Director of Health Services ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,NULL,NULL,NULL,XXX,0,0,NULL,0,0,Catherine Hamilton,Synchrony,NULL,NULL,NULL,NULL,NULL,00:00.0,0,XXX,0,0,0,TBD,1,NULL,NULL,1/7/2025 13:55,366483,,
HARMONY ROANOKE - IL,,NULL,NULL,,Melissa Been,Southern Virginia,Challen Mabry,NULL,IL,Established,Green,harmonyRoanokeIl,4402 PHEASANT RIDGE RD,ROANOKE,,Virginia,24014,Roanoke,(540)685-0523,NULL,NULL,NULL,,RandiDonaho@harmonyatroanoke.com ; wendygibson@harmonyatroanoke.com,NULL,NULL,NULL,NULL,Good Samaritan Gentiva,23,6,7,12,16,0,0,16,7,1,0,0,0,0,0,0,0,NULL,12,0,NULL,NULL,NULL,1749,NULL,Vincenzina Drosky,1922483734,"Tu, F QWk",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,TBD,1,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,HARMONY SENOR SERVICES,NULL,,,Wendy Gibson,wendygibson@harmonyatroanoke.com,Director,NULL,NULL,NULL,Randi Donaho,RandiDonaho@harmonyatroanoke.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1749,NULL,NULL,NULL,XXX,0,0,NULL,6,0,Jessica Johnson,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,TBD,1,NULL,NULL,6/7/2024 11:34,NULL,,
Bickford of Greenwood,,NULL,NULL,,Tammy Taschwer,Central Indiana,Amanda Lewis,NULL,AL/MC,Established,Green,BOG,3021 Stella Street,Greenwood ,,Indiana,46143,NULL,(463) 300-6213,(317) 967-8464,(317) 967-8464,(317) 967-8464,,NULL,Serviam,Fridays or PRN ,Serviam,Select Home Health ,Luminary ,16,11,10,16,0,0,0,0,15,16,0,0,0,0,0,0,0,NULL,2,0,NULL,51,36,2116,NULL,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Jennifer Phelps,1548669112,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,Kevin Conlee,1548331747,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,Bickford,August Health ,,,Kelly Chestnut ,kelly.chestnut@bickfordseniorliving.com,Director of Nursing ,NULL,NULL,NULL,Katelyn Holding ,katelyn.holding@bickfordseniorliving.com,Executive Director ,NULL,NULL,NULL,Jeanettie Dorsett,jenettie.christy@bickfordseniorliving.com,Marketing and Admissions ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2116,NULL,NULL,NULL,XXX,0,0,NULL,0,0,Chelsea Steinhauer,Serviam Pharmacy,NULL,NULL,NULL,NULL,NULL,00:00.0,0,XXX,0,0,0,TBD,1,NULL,NULL,8/29/2025 7:28,NULL,,
The Greens at Cabarrus,,CP,6797069,,Bambi Anderson,Carolinas Central,Jennifer Shirley,NULL,SNFMD,Established,Green,1740300607,250 BISHOP LN,Concord,,North Carolina,28025,"Cabarrus County, NC",7047886400,(704) 788-6425,NULL,NULL,,mellenburg@greenscabarrus.com ; ccoons@greenscabarrus.com,NULL,NULL,NULL,NULL,NULL,118,32,40,96,118,0,118,0,85,81,0,0,0,85,0,20,0,Partners,61,0,NULL,NULL,NULL,408,PCC - integrated,Kimberly Driver,1508338542,"M, Tu, W, Th, F Q1W",Ashlyne Anderson,1679133409,Sa Q1W,NULL,NULL,,NULL,NULL,,,,,NULL,,George Hall,Trishonda Shackleford,1447875380,Tu Q1W,NULL,NULL,NULL,,,,,,1/12/2024,NULL,Camille Vaca,1164191896,NULL,NULL,NULL,,,NULL,,NULL,,Barbara Worley,1295124774,,,Q2M,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,CCH HEALTHCARE,Chartpath,,,Krystal Riveria,kriveria@greenscabarrus.com,DON,NULL,NULL,NULL,Cindy Pittmon,cpittmon@greenscabarrus.com,Administrator,NULL,NULL,NULL,Melissa Ellenburg,mellenburg@greenscabarrus.com,Social Worker,NULL,NULL,NULL,Angel Gulledge,amgulledge@greenscabarrus.com,Unit Coordinator,NULL,NULL,NULL,Geraldine Morgan,gmorgan@thegreensatpinehurst.com,MDS Nurse,NULL,NULL,NULL,Cindy Coon,ccoons@greenscabarrus.com,MDS,NULL,NULL,NULL,408,1309,THE GREENS AT CABARRUS,NULL,Twara Tarasaria,1013371954,1518149277,NULL,27,0,Brittany Morgan,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,1104601871,Shatazamine Galloway,23,0,1,Hans Stelmach,1356535991,XXX,0,7/17/2023 15:00,345362,,
Traditions of Columbus,,NULL,NULL,,Tiffany Johnson-Burnette,Southern Indiana,Cortney Hendress,NULL,AL,Established,Yellow,1124840483,4300 W. Goeller Bivd. ,Columbus ,,Indiana,47201,NULL,(812) 552-0500,(812) 799-1260,8127991260,8127991260,, amymoore@traditionsmgmt.net    ashleywyatt@traditionsmgmt.net   Haileyandis@traditionsmgmt.net , Columbus Regional hospital,Wednesday  morning ,Trident Care,Best Choice ,Our Hospice ,29,22,25,28,0,0,0,0,28,0,0,0,0,0,0,0,0,NULL,13,0,NULL,130,21,2099,NULL,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Jennifer Phelps,1548669112,W Q2W,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,TRADITIONS,Alis,,,Amy  Moore ,Amymoore@traditionsmgmt.net,DON,NULL,NULL,NULL,Ashley Wyatt,Ashleywyatt@traditionsmgmt.net,ADON,NULL,NULL,NULL,Hailey Andis,Haileyandis@traditionsmgmt.net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2099,NULL,NULL,NULL,XXX,0,0,NULL,0,0,Chelsea Steinhauer,Guardian Pharmacy ,NULL,NULL,NULL,NULL,NULL,00:00.0,0,XXX,0,0,0,TBD,1,NULL,NULL,7/18/2025 11:55,NULL,,
